job_id,num_qubits,layers,rotations,entanglement,param_count,num_shots,depth,req_iterations,cpu_units,mem_bw,arrival_time,priority
1213,13,7,"ry, rz",circular,208,4800,107,9,5,12,2377.5386200600137,2
1214,25,5,"ry, rx",circular,300,2300,137,7,7,13,2378.420700490326,2
1215,20,5,"ry, rz",circular,240,1400,112,6,5,12,2379.7393891999163,2
1216,17,8,ry,circular,153,1000,145,9,6,10,2385.917988598827,2
1217,10,6,rx,circular,70,3600,67,7,5,12,2387.3747477235984,2
1218,20,6,ry,circular,140,4000,127,6,8,17,2388.439503657583,2
1219,21,7,"rx, ry, rz",circular,504,5000,171,8,7,11,2389.227575468253,2
1220,20,8,"ry, rx, rz",circular,540,4500,187,5,9,19,2390.8281648495254,2
1221,12,9,"rz, ry",circular,240,1900,128,7,7,12,2391.0432333078884,2
1222,11,6,rx,circular,77,4800,73,7,8,18,2391.122475415116,2
1223,17,7,rx,circular,136,1400,127,6,9,19,2391.8756898090282,2
1224,17,8,"rx, rz, ry",circular,459,1000,163,6,8,13,2392.174524108847,2
1225,17,7,"ry, rx, rz",circular,408,1900,143,7,8,13,2394.6007317573176,2
1226,14,7,rx,circular,112,4100,106,7,6,12,2394.848584236786,2
1227,25,5,rz,circular,150,4600,131,6,6,11,2396.106436694102,2
1228,11,5,"ry, rz, rx",circular,198,3100,73,7,9,13,2400.6855829740553,2
1229,13,5,"ry, rx",circular,156,4800,77,7,9,15,2400.948314077169,2
1230,22,5,"ry, rz",circular,264,3300,122,6,9,18,2401.288594265435,2
1231,21,7,"ry, rz",circular,336,3000,163,8,8,15,2402.604971306911,2
1232,17,8,rx,circular,153,1000,145,5,8,10,2404.882763856066,2
1233,17,5,rz,circular,102,2800,91,5,7,14,2411.9582617510946,2
1234,24,8,"rz, rx, ry",circular,648,4300,219,5,8,18,2416.3143581170198,2
1235,20,8,"ry, rx",circular,360,2200,178,8,9,14,2417.9885931661865,2
1236,14,6,rx,circular,98,3400,91,9,7,11,2426.7837514345547,2
1237,13,5,rz,circular,78,4000,71,6,6,14,2428.1915550598715,2
1238,11,5,ry,circular,66,2400,61,8,6,11,2428.7954942455863,2
1239,23,3,rz,circular,92,1500,73,6,7,14,2429.179978647981,2
1240,15,7,"rx, ry, rz",circular,360,2900,129,5,5,19,2429.1950998371262,2
1241,19,7,rz,circular,152,3600,141,8,8,12,2435.070031157401,2
1242,15,5,"rx, ry, rz",circular,270,3900,93,7,7,15,2437.857890982089,2
1243,16,5,rx,circular,96,2600,86,6,5,14,2439.0607188153463,2
1244,17,5,"rz, rx, ry",circular,306,2400,103,9,8,13,2439.4184053684776,2
1245,22,7,"rz, rx",circular,352,4100,170,6,6,17,2439.687520196413,2
1246,10,5,"rx, rz",circular,120,1200,62,7,7,12,2439.7056563479464,2
1247,11,7,"rz, rx",circular,176,1000,93,9,8,11,2440.8772267153436,2
1248,19,5,"rz, ry",circular,228,5000,107,7,5,17,2443.026741368106,2
1249,15,6,ry,circular,105,4900,97,5,8,19,2443.8557296222652,2
1250,18,6,"rx, rz, ry",circular,378,2500,129,8,8,12,2446.6950823000575,2
1251,17,8,rz,circular,153,4500,145,8,7,11,2448.133391736861,2
1252,19,7,rx,circular,152,1200,141,8,7,12,2450.888982325392,2
1253,25,6,"ry, rx",circular,350,2900,164,7,6,14,2452.251195600688,2
1254,22,7,"ry, rx",circular,352,1800,170,8,5,14,2453.83052167467,2
1255,18,7,"rx, ry",circular,288,4900,142,8,8,16,2454.4420126613204,2
1256,14,6,rz,circular,98,4500,91,6,6,16,2455.40011415785,2
1257,22,5,"ry, rx",circular,264,2600,122,5,7,19,2461.4070220908434,2
1258,22,6,"rx, ry, rz",circular,462,3300,153,7,8,10,2461.923163029726,2
1259,25,6,"rz, rx",circular,350,2000,164,7,7,13,2462.8390941702996,2
1260,14,8,"ry, rx",circular,252,2100,130,5,5,19,2463.3163082381448,2
1261,23,6,rz,circular,161,3200,145,8,9,11,2463.9742394621862,2
1262,17,9,"ry, rx, rz",circular,510,3100,183,8,5,11,2464.829676107587,2
1263,24,6,"ry, rx",circular,336,1100,158,9,7,13,2466.9487453741626,2
1264,17,5,"ry, rz, rx",circular,306,4600,103,7,7,18,2469.050902034397,2
1265,15,10,"ry, rz",circular,330,1500,172,6,8,14,2469.9624240469966,2
1266,25,8,"rx, rz",circular,450,3500,218,6,9,12,2474.969905008891,2
1267,12,6,"rz, ry",circular,168,4900,86,7,8,16,2482.51980457536,2
1268,19,7,"rx, ry",circular,304,4900,149,6,5,14,2484.3864482301205,2
1269,13,7,"rx, rz",circular,208,1500,107,6,6,11,2487.1862279997627,2
1270,14,7,rx,circular,112,4100,106,7,7,15,2490.9291904493334,2
1271,15,7,rx,circular,120,4100,113,6,9,14,2493.485542385552,2
1272,22,4,rx,circular,110,1400,93,5,9,10,2493.994155164204,2
1273,17,5,"rz, ry",circular,204,3500,97,8,5,10,2499.8462196063833,2
1274,13,7,rz,circular,104,2800,99,8,9,16,2500.6576693972293,2
1275,12,5,"rz, ry",circular,144,2000,72,6,9,17,2502.8125607280713,2
1276,18,5,rx,circular,108,1500,96,9,6,13,2502.9038323921122,2
1277,11,5,"ry, rz, rx",circular,198,2100,73,7,6,12,2503.266991301681,2
1278,19,8,"ry, rz, rx",circular,513,4600,179,9,6,16,2506.7477256470906,2
1279,11,8,"ry, rz, rx",circular,297,4300,115,8,8,19,2507.8953887295297,2
1280,19,9,rx,circular,190,1400,181,7,6,16,2508.8206009099117,2
1281,12,8,ry,circular,108,3100,105,7,5,19,2510.5792780799216,2
1282,25,9,"rz, rx",circular,500,3400,245,7,7,16,2513.2059715402906,2
1283,21,8,rx,circular,189,4700,177,9,7,13,2515.9296313242585,2
1284,11,5,rx,circular,66,1600,61,5,7,14,2520.4403705204245,2
1285,17,3,rx,circular,68,4200,55,7,9,12,2522.9042425097314,2
1286,19,8,rx,circular,171,3700,161,9,9,15,2523.2566453007184,2
1287,25,4,ry,circular,125,2400,105,9,9,17,2525.4484796779266,2
1288,22,6,rz,circular,154,3700,139,6,9,15,2525.6837823809756,2
1289,20,5,"rz, ry, rx",circular,360,2900,118,6,7,17,2525.9586019482135,2
1290,12,7,rx,circular,96,1000,92,8,8,12,2527.9031252194736,2
1291,21,8,"rx, ry",circular,378,1500,186,9,9,16,2531.6189193493447,2
1292,15,8,"ry, rx, rz",circular,405,4800,147,5,9,17,2531.8419161636543,2
1293,22,8,ry,circular,198,1100,185,8,9,16,2540.541948988899,2
1294,24,7,"rz, rx",circular,384,3900,184,7,8,13,2544.2407791956994,2
1295,24,8,"ry, rx",circular,432,2700,210,5,5,10,2546.2412352059714,2
1296,10,8,rx,circular,90,2400,89,6,9,11,2546.564520026057,2
1297,19,6,"ry, rx, rz",circular,399,1900,135,6,7,17,2549.9562509081693,2
1298,17,9,"ry, rz, rx",circular,510,2500,183,9,5,18,2550.200855736671,2
1299,20,8,"ry, rz, rx",circular,540,3300,187,9,5,16,2550.5509247023497,2
1300,13,8,rx,circular,117,2000,113,7,7,13,2550.9185023540927,2
1301,10,6,rx,circular,70,3700,67,8,7,12,2551.2072351170787,2
1302,24,5,rz,circular,144,2600,126,9,7,17,2551.8148749972966,2
1303,23,6,ry,circular,161,3500,145,6,6,17,2552.678657286853,2
1304,12,7,"rx, rz",circular,192,1800,100,7,8,12,2553.610506639788,2
1305,19,6,ry,circular,133,1800,121,9,6,12,2553.695206356268,2
1306,19,6,"ry, rz",circular,266,1700,128,9,7,18,2561.9209708822855,2
1307,12,3,"rz, ry",circular,96,3300,44,7,5,15,2564.411449274049,2
1308,14,6,"ry, rz, rx",circular,294,2400,105,8,6,16,2565.396816358548,2
1309,19,7,"rx, rz, ry",circular,456,3800,157,7,9,14,2566.046859112666,2
1310,13,6,"ry, rx",circular,182,2500,92,9,9,15,2566.5978058765513,2
1311,15,6,"rz, rx, ry",circular,315,1400,111,5,6,14,2570.1264119847524,2
1312,22,7,"ry, rx",circular,352,2300,170,6,7,15,2572.1054248950877,2
1313,17,9,"ry, rx",circular,340,1200,173,9,5,14,2576.3383675230243,2
1314,18,6,"ry, rx",circular,252,4100,122,7,5,15,2576.574582389263,2
1315,16,8,"ry, rz",circular,288,4300,146,9,7,17,2578.237203247093,2
1316,16,8,"ry, rz, rx",circular,432,2000,155,7,7,19,2579.1408466912494,2
1317,20,5,"rx, ry",circular,240,2300,112,9,6,17,2579.1444096482437,2
1318,23,4,"rz, ry, rx",circular,345,3700,107,7,7,19,2582.5917484537667,2
1319,15,4,"rz, ry",circular,150,1400,70,5,6,16,2583.0489498849324,2
1320,19,7,ry,circular,152,4900,141,6,7,11,2585.2563127996727,2
1321,23,7,rx,circular,184,1000,169,8,8,19,2589.628882688257,2
1322,12,7,"rx, rz, ry",circular,288,2400,108,9,7,17,2590.6197531899106,2
1323,16,5,"rz, ry, rx",circular,288,1800,98,6,5,12,2599.60334461421,2
1324,12,9,rz,circular,120,5000,118,7,7,14,2602.8577941733374,2
1325,13,8,rx,circular,117,1800,113,6,8,17,2604.664968369798,2
1326,19,8,"rz, ry",circular,342,2700,170,6,9,10,2604.9002990898925,2
1327,22,7,rz,circular,176,4200,162,9,5,18,2607.4813113200016,2
1328,10,7,"rx, ry, rz",circular,240,1700,94,9,6,19,2610.8892176587015,2
1329,18,9,"rx, ry, rz",circular,540,3900,192,6,7,14,2611.808156094518,2
1330,14,7,"rz, ry",circular,224,2000,114,9,8,15,2614.295187628476,2
1331,20,6,"rz, rx, ry",circular,420,2600,141,7,5,15,2614.716388564152,2
1332,15,5,"ry, rz, rx",circular,270,4700,93,8,7,12,2615.9824008076985,2
1333,22,5,"ry, rz, rx",circular,396,3100,128,7,9,19,2617.113853391464,2
1334,19,5,rx,circular,114,3700,101,6,6,17,2617.1459424445306,2
1335,12,6,"ry, rx, rz",circular,252,4400,93,6,5,17,2619.5143608700178,2
1336,11,7,"rx, ry",circular,176,2700,93,5,7,14,2626.135968701182,2
1337,17,8,"rx, rz, ry",circular,459,4500,163,6,6,19,2626.402688842628,2
1338,14,7,"rx, rz, ry",circular,336,3700,122,6,5,17,2627.7787229500673,2
1339,11,7,"rx, rz, ry",circular,264,3700,101,8,9,19,2628.240688762454,2
1340,19,6,"ry, rz",circular,266,4800,128,7,6,15,2628.2938938633183,2
1341,18,7,"rx, rz, ry",circular,432,3900,150,6,9,11,2630.5647197124836,2
1342,12,6,ry,circular,84,1300,79,8,7,19,2630.71877513131,2
1343,25,6,"ry, rx",circular,350,4900,164,9,6,10,2634.870834626006,2
1344,17,6,rx,circular,119,1900,109,9,8,18,2637.3808128934566,2
1345,22,6,ry,circular,154,3000,139,8,5,16,2637.455223183255,2
1346,24,3,rz,circular,96,2500,76,5,5,16,2637.794998311647,2
1347,19,7,"ry, rx, rz",circular,456,4200,157,8,7,16,2639.0912086561784,2
1348,13,9,ry,circular,130,1200,127,7,8,17,2639.468396368774,2
1349,20,5,"rz, rx",circular,240,1100,112,5,9,18,2642.1220440806187,2
1350,13,8,"ry, rz, rx",circular,351,3500,131,6,5,13,2644.6553418898934,2
1351,21,5,"rx, ry, rz",circular,378,3800,123,5,5,12,2645.240717534152,2
1352,18,5,ry,circular,108,4700,96,6,6,19,2646.170409142475,2
1353,22,6,"ry, rz",circular,308,1200,146,5,8,16,2650.672119778336,2
1354,16,5,"rx, rz",circular,192,4300,92,8,7,12,2652.7875487390315,2
1355,19,6,"rz, rx, ry",circular,399,4000,135,6,9,16,2656.1661571155223,2
1356,24,8,"rx, ry, rz",circular,648,2100,219,6,9,17,2657.839598495284,2
1357,17,6,rx,circular,119,3700,109,7,6,10,2658.58432538097,2
1358,17,6,rz,circular,119,4300,109,8,7,17,2659.7316075267263,2
1359,10,6,"ry, rx, rz",circular,210,4600,81,7,7,12,2664.0907366848514,2
1360,17,7,"rx, ry, rz",circular,408,2700,143,7,8,15,2665.645279078234,2
1361,10,9,"rx, rz, ry",circular,300,3300,120,5,9,13,2667.2500561108627,2
1362,22,4,"ry, rz",circular,220,1600,98,6,9,14,2670.8017920620273,2
1363,24,7,rx,circular,192,2400,176,9,7,18,2675.6836212275284,2
1364,23,9,"rz, rx, ry",circular,690,3600,237,8,5,18,2678.752532774352,2
1365,25,8,"ry, rx, rz",circular,675,3300,227,5,5,12,2682.626365331207,2
1366,12,5,"ry, rz",circular,144,2800,72,8,5,12,2686.340353677407,2
1367,25,6,"rz, ry, rx",circular,525,3100,171,9,7,18,2686.696806604439,2
1368,16,6,ry,circular,112,3000,103,6,5,17,2689.1214908350225,2
1369,22,4,ry,circular,110,1400,93,7,8,14,2690.462796473178,2
1370,24,5,"rx, ry, rz",circular,432,2800,138,8,9,10,2697.706353481711,2
1371,10,6,"ry, rz, rx",circular,210,4600,81,5,7,13,2698.152449373035,2
1372,23,6,"rz, ry, rx",circular,483,3600,159,6,5,14,2699.1760836038966,2
1373,15,5,ry,circular,90,3600,81,8,5,11,2699.339654744576,2
1374,10,5,ry,circular,60,1700,56,9,9,12,2699.994650955851,2
1375,21,8,rz,circular,189,4200,177,9,6,19,2701.9822223534106,2
1376,14,7,"rx, rz, ry",circular,336,1000,122,9,7,16,2705.6274793173916,2
1377,10,6,ry,circular,70,1600,67,9,6,16,2706.5450637687923,2
1378,12,6,ry,circular,84,2800,79,8,7,10,2707.014205105755,2
1379,18,7,rz,circular,144,3900,134,9,9,16,2707.1630912124306,2
1380,17,7,"rz, ry",circular,272,4900,135,6,8,13,2707.2777718720836,2
1381,10,5,"ry, rx, rz",circular,180,4000,68,6,5,13,2709.6680101672387,2
1382,25,6,"rx, ry, rz",circular,525,1300,171,9,9,16,2709.9565766899955,2
1383,19,9,"ry, rz",circular,380,4900,191,5,6,10,2711.4928461600907,2
1384,15,7,"rz, rx, ry",circular,360,1300,129,9,6,11,2711.6208905034837,2
1385,25,8,"rz, ry, rx",circular,675,2200,227,9,7,14,2712.3503241497615,2
1386,16,6,"rz, rx",circular,224,4500,110,6,6,10,2719.0901404907654,2
1387,12,8,"rz, ry",circular,216,4800,114,9,5,15,2719.9049276459227,2
1388,24,7,"ry, rz, rx",circular,576,2900,192,5,8,17,2720.030187108984,2
1389,13,9,"ry, rz, rx",circular,390,3000,147,5,8,19,2720.189351199836,2
1390,17,7,rz,circular,136,1500,127,7,5,17,2722.3567294763125,2
1391,18,9,"rz, rx, ry",circular,540,4200,192,7,6,17,2722.8741299366234,2
1392,17,5,"ry, rz",circular,204,1500,97,9,9,15,2723.089112071003,2
1393,20,6,"rz, rx, ry",circular,420,4600,141,6,7,15,2723.7653210616777,2
1394,21,9,ry,circular,210,1500,199,6,7,11,2724.137764184648,2
1395,17,8,"rx, rz",circular,306,4500,154,7,5,19,2724.4691582822306,2
1396,22,5,rx,circular,132,4900,116,9,7,12,2726.0677242830243,2
1397,14,7,"ry, rx",circular,224,1800,114,7,9,10,2726.3033770988673,2
1398,14,5,"rz, rx, ry",circular,252,4300,88,7,5,17,2727.483297359511,2
1399,24,6,rz,circular,168,5000,151,5,7,17,2730.3793883318813,2
1400,13,7,"ry, rx, rz",circular,312,2400,115,7,7,17,2731.651924933719,2
1401,14,7,"rz, rx",circular,224,2800,114,9,8,11,2733.429522460549,2
1402,25,7,"rx, ry",circular,400,2200,191,6,6,16,2739.271348612529,2
1403,16,3,"rx, ry, rz",circular,192,4700,60,5,5,12,2747.80032591449,2
1404,16,9,rx,circular,160,4800,154,7,6,16,2748.0362775273757,2
1405,14,6,rz,circular,98,2300,91,8,7,15,2751.8793535721934,2
1406,11,10,"rx, ry",circular,242,4500,132,5,9,16,2752.752309705343,2
1407,21,6,"rx, ry",circular,294,4600,140,5,5,14,2756.2097296020415,2
1408,10,6,"rx, rz",circular,140,2500,74,6,8,17,2758.0932721982917,2
1409,21,6,"rz, rx, ry",circular,441,3300,147,5,7,11,2761.903784578473,2
1410,24,6,"ry, rz, rx",circular,504,2900,165,7,7,14,2762.7778146961537,2
1411,20,5,"rz, ry",circular,240,2900,112,9,5,10,2766.485496998607,2
1412,25,4,rx,circular,125,3600,105,7,5,14,2768.6449124123715,2
1413,23,7,"ry, rx",circular,368,1100,177,6,7,16,2768.9469175156905,2
1414,17,7,"rz, rx, ry",circular,408,4100,143,7,8,10,2769.176971980188,2
1415,12,7,"ry, rx, rz",circular,288,1600,108,5,7,16,2775.1721502046034,2
1416,12,4,"rx, ry",circular,120,2200,58,8,7,14,2775.507995740633,2
1417,16,6,"rz, ry, rx",circular,336,1700,117,6,7,10,2778.3112535851324,2
1418,12,9,"ry, rx",circular,240,5000,128,7,6,14,2781.026196950489,2
1419,24,8,"rz, rx, ry",circular,648,2800,219,9,6,13,2781.465088293186,2
1420,19,9,rz,circular,190,3600,181,6,8,16,2782.2524387835215,2
1421,14,6,"rz, rx, ry",circular,294,4500,105,7,8,15,2782.8335972686036,2
1422,11,8,"ry, rz, rx",circular,297,2500,115,7,6,10,2783.3145780121117,2
1423,21,6,"rz, rx, ry",circular,441,4100,147,6,9,12,2787.4920625051427,2
1424,16,7,ry,circular,128,3300,120,6,9,17,2789.616426408363,2
1425,19,7,"rz, rx",circular,304,5000,149,5,9,16,2794.4262840218184,2
1426,25,8,rz,circular,225,4400,209,9,7,15,2800.066699422406,2
1427,20,7,"rx, rz, ry",circular,480,2800,164,9,9,11,2802.073147315711,2
1428,24,5,"rz, ry, rx",circular,432,4900,138,8,5,13,2803.5664081777118,2
1429,16,5,"rz, rx, ry",circular,288,3400,98,5,8,12,2805.027883977989,2
1430,18,8,ry,circular,162,4300,153,6,9,10,2805.456086659404,2
1431,22,8,ry,circular,198,4600,185,9,9,18,2806.379207422398,2
1432,11,7,"rx, rz, ry",circular,264,2800,101,6,6,15,2806.787180562607,2
1433,19,6,"rx, ry, rz",circular,399,2500,135,6,8,18,2807.9986144628597,2
1434,17,6,"ry, rz, rx",circular,357,1500,123,8,8,13,2808.8061820798853,2
1435,14,7,"rx, ry, rz",circular,336,3500,122,5,6,14,2809.0646159393013,2
1436,24,6,"ry, rx",circular,336,2000,158,9,7,10,2813.1709359028105,2
1437,10,7,"rx, rz, ry",circular,240,3000,94,9,5,11,2814.8131313911754,2
1438,20,5,rx,circular,120,3800,106,6,9,13,2816.010990508019,2
1439,10,8,"rx, ry",circular,180,1800,98,9,9,14,2819.910688888623,2
1440,20,7,"rx, ry",circular,320,3200,156,6,5,14,2824.1724277943226,2
1441,21,6,"rz, rx",circular,294,2600,140,6,8,16,2824.8290719129755,2
1442,16,8,"rx, rz",circular,288,4200,146,6,8,13,2827.212191736331,2
1443,19,5,"rz, ry",circular,228,4200,107,8,9,13,2828.8615985362817,2
1444,24,7,"rx, ry",circular,384,1600,184,5,7,11,2830.1389820563063,2
1445,14,8,"rx, rz",circular,252,3600,130,9,8,17,2831.1543311773726,2
1446,18,6,"ry, rx",circular,252,2900,122,7,9,12,2833.665992125401,2
1447,23,8,"ry, rx, rz",circular,621,2800,211,7,7,12,2835.7804022305345,2
1448,22,6,"rx, rz, ry",circular,462,4300,153,7,5,19,2837.68792451751,2
1449,20,6,rx,circular,140,1200,127,6,8,18,2842.1512262878327,2
1450,20,9,"rz, rx",circular,400,1500,200,5,8,19,2842.9549729946275,2
1451,22,5,rx,circular,132,2500,116,5,8,19,2843.1691379535996,2
1452,22,6,rx,circular,154,3600,139,7,6,15,2845.6927657684423,2
1453,25,5,"rz, rx",circular,300,1900,137,8,5,13,2846.6588079526473,2
1454,11,7,"rx, rz",circular,176,4800,93,9,5,17,2847.0472585036528,2
1455,20,6,"ry, rz",circular,280,1300,134,5,9,13,2848.4800757676226,2
1456,24,8,"rx, ry, rz",circular,648,4900,219,7,7,15,2851.8103021996903,2
1457,15,6,"ry, rz",circular,210,1200,104,6,5,14,2852.4554364936093,2
1458,22,6,"rx, rz",circular,308,1700,146,9,7,13,2856.007349135243,2
1459,14,7,"rx, ry, rz",circular,336,3600,122,5,6,16,2857.159854438712,2
1460,15,9,"rx, rz",circular,300,2800,155,8,8,18,2857.9089973462833,2
1461,14,7,"rx, rz, ry",circular,336,4600,122,7,7,15,2858.379074703894,2
1462,24,5,"rz, rx, ry",circular,432,3500,138,8,6,12,2858.7480539384233,2
1463,17,6,"ry, rz, rx",circular,357,1600,123,9,5,15,2858.792387437008,2
1464,13,8,"rx, ry, rz",circular,351,2900,131,6,6,13,2863.566323627019,2
1465,12,7,rx,circular,96,4500,92,5,8,13,2864.648833278271,2
1466,15,7,ry,circular,120,3200,113,6,7,19,2867.402613479298,2
1467,17,6,"rx, rz, ry",circular,357,1900,123,6,6,11,2870.9559465266448,2
1468,18,7,"rz, rx, ry",circular,432,1900,150,8,8,11,2871.364470288694,2
1469,11,7,"rz, ry",circular,176,4100,93,9,7,12,2872.541108715477,2
1470,11,7,rz,circular,88,3600,85,6,5,12,2873.6761884659472,2
1471,14,6,ry,circular,98,4200,91,7,7,13,2875.890616562323,2
1472,14,9,rx,circular,140,3300,136,5,8,17,2877.5227518610204,2
1473,17,7,"rz, ry",circular,272,1800,135,7,5,12,2882.4922759841397,2
1474,12,9,"rz, rx",circular,240,1400,128,7,6,15,2882.503751368797,2
1475,16,5,"rx, ry",circular,192,4400,92,6,7,17,2886.5932400021215,2
1476,14,7,"ry, rz",circular,224,3800,114,7,5,18,2888.231131902311,2
1477,12,7,"rz, rx",circular,192,4000,100,5,5,15,2891.5080537906747,2
1478,21,7,ry,circular,168,2900,155,6,9,13,2892.12015875509,2
1479,15,6,"rz, ry, rx",circular,315,3500,111,9,6,18,2896.259854996446,2
1480,17,7,"rz, rx, ry",circular,408,1400,143,7,9,14,2897.1338044863596,2
1481,11,6,"ry, rx, rz",circular,231,3700,87,9,6,13,2899.4168026121674,2
1482,11,7,"rx, rz, ry",circular,264,5000,101,9,9,19,2899.9531079323324,2
1483,24,7,"ry, rz",circular,384,3400,184,7,8,19,2901.0956886871145,2
1484,13,7,"rx, rz, ry",circular,312,4300,115,5,5,17,2905.0471127035134,2
1485,12,6,"rz, rx",circular,168,1000,86,9,9,16,2905.0691053665837,2
1486,21,7,"ry, rz",circular,336,4800,163,9,5,16,2906.6325981275936,2
1487,16,6,"rz, ry, rx",circular,336,2700,117,5,8,17,2908.451437706216,2
1488,16,7,rz,circular,128,4700,120,6,6,19,2909.8018645493494,2
1489,24,8,"rx, ry",circular,432,1700,210,9,5,15,2912.333296871782,2
1490,14,7,"ry, rx, rz",circular,336,3300,122,7,8,19,2912.390425523383,2
1491,25,10,ry,circular,275,1900,261,7,9,14,2916.358645574456,2
1492,17,7,ry,circular,136,2500,127,5,9,15,2917.2155339969486,2
1493,12,7,"ry, rx",circular,192,2400,100,6,8,15,2917.24500850727,2
1494,14,5,"rz, ry",circular,168,4700,82,9,9,11,2917.525463361787,2
1495,13,5,rz,circular,78,2200,71,5,7,10,2917.889682657338,2
1496,23,4,"rx, rz, ry",circular,345,2000,107,9,8,14,2918.686607488361,2
1497,25,7,rz,circular,200,3300,183,5,6,10,2925.0683109277306,2
1498,16,7,"ry, rz",circular,256,3700,128,8,8,10,2928.932831143433,2
1499,13,8,"ry, rx, rz",circular,351,3800,131,9,6,16,2930.5135547733857,2
1500,19,5,"ry, rx, rz",circular,342,3100,113,8,5,12,2932.844439339035,2
1501,25,5,rx,circular,150,1000,131,8,8,19,2933.960100183198,2
1502,17,4,rz,circular,85,3800,73,8,7,16,2935.2199634770154,2
1503,12,6,ry,circular,84,3000,79,7,9,17,2935.9931070922476,2
1504,11,7,"rz, rx, ry",circular,264,3100,101,6,9,14,2937.654488495069,2
1505,23,9,"rz, ry",circular,460,3900,227,8,7,14,2938.1744612490675,2
1506,13,9,rx,circular,130,2600,127,7,9,15,2939.5101303175425,2
1507,11,6,rz,circular,77,1900,73,6,8,10,2941.3584373811955,2
1508,13,5,"rz, ry",circular,156,2300,77,8,7,16,2942.8113917189403,2
1509,13,7,"rx, ry, rz",circular,312,1200,115,9,8,10,2944.1379277561755,2
1510,23,8,"ry, rx",circular,414,3900,202,5,7,12,2944.143779232964,2
1511,25,5,"rz, ry",circular,300,2400,137,9,6,13,2945.6865669703307,2
1512,14,8,"rz, rx",circular,252,3300,130,7,7,13,2948.178135666849,2
1513,25,8,ry,circular,225,1900,209,5,7,14,2950.6796611926843,2
1514,18,5,"ry, rz",circular,216,2400,102,6,8,17,2952.228545370727,2
1515,12,3,rz,circular,48,2300,40,8,7,11,2953.8512881379274,2
1516,21,7,"ry, rz",circular,336,3600,163,5,6,17,2954.7850529422017,2
1517,22,6,"rz, rx",circular,308,1000,146,9,6,18,2955.972467298495,2
1518,13,8,"rx, rz",circular,234,1200,122,7,5,19,2956.897082169873,2
1519,16,8,"rx, ry, rz",circular,432,3800,155,5,8,17,2957.5105104628415,2
1520,13,7,"rz, ry, rx",circular,312,4600,115,9,9,18,2957.817968406321,2
1521,21,5,"rx, ry",circular,252,2200,117,9,7,10,2957.864318173186,2
1522,13,8,"rx, rz, ry",circular,351,2700,131,7,6,10,2960.378113587665,2
1523,15,5,"rz, rx",circular,180,3400,87,8,9,12,2961.6197127310325,2
1524,11,10,"rz, ry, rx",circular,363,1100,143,8,6,17,2962.198677550454,2
1525,22,7,ry,circular,176,3600,162,5,5,19,2962.3720801762793,2
1526,10,7,"rx, rz, ry",circular,240,4000,94,9,7,12,2964.2425475255613,2
1527,20,5,rx,circular,120,2900,106,9,7,18,2967.8788045368765,2
1528,25,8,"rx, ry",circular,450,2800,218,8,7,15,2967.9088434997157,2
1529,10,5,"rx, ry, rz",circular,180,3700,68,6,6,12,2968.438858242822,2
1530,20,6,ry,circular,140,1300,127,9,7,10,2971.1763391977406,2
1531,13,5,"ry, rz",circular,156,4500,77,8,7,11,2972.5830620858515,2
1532,15,5,"rz, ry",circular,180,1100,87,8,8,18,2979.4820956388126,2
1533,16,5,"rx, ry, rz",circular,288,4300,98,6,7,13,2986.23616021091,2
1534,13,9,"ry, rz",circular,260,1000,137,9,6,17,2986.408023883048,2
1535,14,4,ry,circular,70,1600,61,6,7,19,2987.4453101343697,2
1536,10,4,rz,circular,50,4500,45,9,7,16,2989.7991092361026,2
1537,13,6,ry,circular,91,1000,85,9,8,18,2991.968685681889,2
1538,24,6,rz,circular,168,3100,151,7,6,10,2993.503713180369,2
1539,22,6,"ry, rz",circular,308,1700,146,6,6,19,2994.936028707041,2
1540,25,7,ry,circular,200,2400,183,7,6,13,2996.9077284506793,2
1541,21,5,"rx, ry, rz",circular,378,3700,123,9,5,17,3000.6260642902807,2
1542,10,8,"rz, ry",circular,180,4100,98,5,5,13,3002.570426833663,2
1543,13,7,rx,circular,104,4300,99,5,6,16,3007.644249176723,2
1544,17,6,ry,circular,119,2100,109,7,6,18,3008.764216790517,2
1545,20,7,rz,circular,160,1900,148,8,8,17,3010.8326434491964,2
1546,14,6,ry,circular,98,2100,91,6,7,10,3015.3463212307147,2
1547,11,10,"rx, ry",circular,242,4500,132,5,9,16,3018.768742815104,2
1548,14,7,"rx, rz, ry",circular,336,3400,122,5,9,14,3019.5142995842953,2
1549,24,8,"rx, rz",circular,432,2300,210,8,8,16,3019.755582083095,2
1550,20,5,"rx, ry, rz",circular,360,2000,118,5,7,11,3021.128093672559,2
1551,13,6,rz,circular,91,4700,85,5,7,19,3021.3927401539845,2
1552,11,6,"rz, ry",circular,154,4600,80,6,6,12,3022.1725490562603,2
1553,25,5,"ry, rx",circular,300,2600,137,5,8,12,3022.1882539464295,2
1554,23,7,"rz, rx, ry",circular,552,3600,185,6,8,12,3022.435949617783,2
1555,22,3,rz,circular,88,2300,70,6,7,17,3028.2452073175878,2
1556,21,5,rz,circular,126,1600,111,5,9,13,3029.752822898405,2
1557,10,7,"ry, rz, rx",circular,240,1500,94,7,7,18,3030.3131370012397,2
1558,25,8,"rz, ry",circular,450,4300,218,9,9,17,3033.984658137524,2
